888048198, 251
526181771, 374
667259419, 263
290296800, 269
382178427, 832
419452034, 618
254254710, 87
808011833, 431
599153049, 905
874300120, 43
929488516, 940
646983590, 821
778947242, 819
356413639, 341
268181430, 288
679713475, 706
135234937, 816
676836404, 160
836547339, 11
337521334, 608
172390922, 679
437080401, 159
582897785, 273
429882589, 645
614448967, 748
509883562, 510
269425463, 628
686083033, 738
179917068, 305
882630369, 485
453300064, 672
859349825, 77
444584516, 935
841947062, 675
283376607, 537
889141795, 167
173675220, 177
235144385, 818
393865152, 858
487975028, 144
525544159, 361
289257016, 86
612206779, 121
200173089, 928
148259562, 532
947828668, 538
409495369, 897
840232787, 619
315214994, 692
284758151, 271
969635795, 214
328239195, 207
403191594, 740
903865976, 386
555948063, 857
611104456, 649
252120090, 650
238889809, 682
798726300, 184
927898350, 546
990356062, 19
706919248, 36
296440108, 538
322503137, 706
352065506, 295
471046488, 681
468133698, 555
763711258, 317
200709129, 761
917647208, 700
204626596, 389
271529212, 692
858970580, 480
105999169, 619
133161666, 376
516774588, 836
198556188, 581
621704785, 470
313921844, 12
613649416, 949
934974734, 405
275195405, 571
866115740, 230
329174599, 625
542367588, 800
701406778, 615
142282870, 979
186280141, 775
387360664, 865
922495560, 405
968938549, 944
546822862, 65
267100193, 80
656015138, 338
610824407, 430
676570684, 691
311882687, 435
303800335, 740
317019833, 738
446636206, 473
622379025, 146
905539591, 439
447400504, 779
996349097, 397
313145420, 386
551221322, 271
788683766, 335
282220954, 641
852664439, 47
171546358, 700
900086031, 457
354378566, 731
428317820, 572
431310441, 776
998101338, 311
487266489, 471
955910843, 434
610898989, 29
846086095, 190
588544693, 154
103880666, 735
779694043, 660
282324795, 570
468704991, 420
880684807, 564
989937673, 434
863266895, 169
368769310, 741
646706407, 319
322600942, 661
656772162, 917
654948107, 46
647764601, 87
431389076, 455
179607658, 307
644529199, 488
593535229, 367
283711253, 243
464700034, 740
214618344, 424
159903584, 21
529145419, 575
968807652, 517
183347165, 196
608905158, 384
415558507, 951
256927163, 505
142878940, 6
514095060, 846
842854344, 980
862573893, 561
813337225, 433
449256851, 462
668184740, 574
197898956, 932
976575904, 404
490747479, 206
476111737, 898
844678878, 999
718431367, 108
521794703, 419
500441584, 131
240006076, 926
292675102, 545
157544650, 754
111945611, 609
573228757, 369
703603513, 627
499416032, 886
415641656, 17
708475431, 741
184911940, 644
797867153, 362
565577866, 43
548728130, 792
484869259, 519
777465420, 84
249379866, 685
412424325, 439
426806399, 757
519579763, 914
787937214, 414
538328632, 212
709659974, 821
471770343, 65
188782121, 876
165456827, 466
371557751, 826
166937539, 284
774608213, 238
596339620, 691
137212085, 69
127652797, 132
665629134, 534
533573628, 75
356225932, 521
436071789, 454
245384813, 673
522857045, 773
749906956, 894
503130499, 828
521132752, 944
890459438, 452
957137380, 636
587360451, 277
113685246, 498
652387464, 905
245745284, 791
355983826, 676
173461615, 4
621843059, 440
826970752, 1
510737468, 476
999911019, 918
688772467, 355
679390741, 114
602034644, 46
819240014, 586
681835708, 209
866557325, 785
712116877, 975
590722253, 639
131364110, 603
439858178, 823
921547648, 105
722868535, 410
218069054, 986
772803654, 579
973388303, 140
138408499, 499
162889996, 125
219188261, 926
605992232, 593
147594918, 256
302503534, 621
503323010, 82
208604093, 927
124199826, 224
560581446, 721
427725533, 998
428783773, 119
176908188, 445
793525827, 345
282664771, 595
586516015, 883
682148200, 439
694548176, 995
173813323, 596
782267144, 601
218263824, 841
213344868, 33
181516762, 353
548076838, 802
775822411, 446
736419578, 22
383452562, 307
878660437, 917
325945034, 756
326337356, 15
214658855, 21
521071394, 500
444615508, 149
734992188, 170
415514870, 276
690881799, 619
998693489, 858
122024942, 637
786974437, 546
890696816, 76
998469104, 896
746071495, 359
211953454, 461
741792305, 808
355289197, 950
930891105, 523
412877129, 630
797701577, 611
350463718, 261
111474150, 157
861955117, 857
139418986, 753
241337434, 892
742250272, 766
574519785, 430
376994249, 743
509364388, 455
650989511, 784
954766508, 511
104629036, 677
618184470, 722
867872959, 322
173290508, 297
769007801, 279
299857661, 15
827994252, 466
921417322, 286
966170298, 404
323395777, 424
727896173, 662
943081984, 689
300802123, 104
168239344, 44
291067282, 607
712210656, 795
250991011, 43
443215100, 666
246213730, 185
247744047, 774
442479984, 172
833813784, 843
466308012, 966
170258474, 87
553826814, 49
696356274, 340
408961940, 573
644747211, 379
989162030, 234
237516864, 976
762647136, 256
728974453, 405
658920754, 485
661100109, 804
907980727, 104
235110054, 922
914386656, 99
400124698, 502
342455095, 6
135712062, 657
223108360, 496
537091045, 226
100673419, 391
247850228, 240
970192216, 115
639599066, 766
457777870, 222
429830467, 895
370826283, 33
631603484, 233
666255409, 856
600564127, 158
737748851, 418
968628076, 650
117914799, 851
982002771, 177
454091891, 5
297297747, 926
892929226, 694
477842960, 371
109370012, 359
365885307, 387
408688124, 814
876319191, 944
567327315, 612
243946921, 516
619666526, 571
594903116, 723
950899247, 448
151331036, 112
276469479, 771
863293208, 99
618495334, 447
765739434, 170
410341580, 206
146560146, 95
487776005, 533
384296605, 346
182838837, 960
945748827, 754
225095089, 764
931958309, 276
369741206, 138
100049807, 418
559909621, 153
386990796, 413
125833963, 155
176297767, 40
851041628, 164
702384164, 68
304984277, 910
661668612, 248
348787176, 274
976623590, 225
996114668, 262
981678637, 302
976584706, 701
965925783, 501
135547362, 872
778326196, 532
682104453, 961
457845500, 234
557478022, 279
653276637, 243
169701189, 625
556670251, 368
349160355, 464
666287707, 823
653208745, 27
864811417, 811
330766313, 990
762618105, 975
382778114, 355
144544197, 46
926546966, 543
772465763, 917
211175941, 725
164915005, 647
408304239, 879
480875833, 41
955473249, 62
793159813, 608
819047865, 472
641710820, 186
669341605, 17
467053489, 338
449223288, 946
699736628, 608
334685902, 796
415159027, 335
942425601, 708
737342897, 140
227160864, 517
988947596, 273
148409668, 786
578728959, 576
247920075, 402
502765248, 54
327155627, 774
876337761, 484
790639546, 915
666873490, 457
515087617, 88
572201500, 843
210610329, 414
850821992, 859
452155547, 831
577698954, 790
418260413, 134
763889930, 863
362466102, 200
866947652, 153
773910125, 530
421269616, 59
883001828, 257
491227520, 405
826338362, 507
529579693, 286
914189895, 965
962855399, 179
183635930, 750
140452077, 103
585119009, 663
236604937, 657
984103030, 295
889922291, 835
721412469, 795
184291246, 817
458544577, 949
294562797, 890
794292069, 773
103850963, 180
149181593, 420
329475297, 69
157082987, 495
152795681, 613
290139463, 629
