411576989, 508
842787414, 550
748911481, 907
869471926, 342
345625346, 200
906398523, 526
917087384, 359
593749553, 508
916654934, 984
850583623, 239
392942813, 410
843662817, 777
485037931, 403
313080615, 984
694174304, 96
253299214, 788
655967882, 24
231012302, 555
463961672, 854
955788181, 176
376579670, 592
493434279, 933
192247750, 644
947942816, 104
859106576, 801
645840341, 990
674786368, 984
270943193, 888
946365005, 199
641998107, 804
212712330, 785
282739116, 183
667298358, 868
876992031, 914
396690478, 502
302072572, 29
521407641, 278
379023524, 158
432792864, 40
365383420, 715
443109601, 877
372364953, 893
748578724, 706
832331075, 559
914329491, 386
868134444, 198
306488733, 904
319276026, 75
438623609, 136
895665794, 586
197616241, 242
361579844, 968
589022864, 960
342420239, 817
375925563, 715
731776473, 698
786390863, 104
149030107, 423
849826507, 19
146873335, 309
719318206, 10
868679042, 480
423960101, 75
151175878, 71
442355308, 269
842618159, 113
280206289, 246
810265291, 851
549905673, 546
702104127, 779
538221380, 264
131228534, 958
748780191, 155
440553701, 326
840125573, 162
759504414, 44
848579474, 909
126076545, 284
515791377, 812
785492170, 828
763061684, 773
754472813, 752
813975828, 346
758205154, 486
601027004, 919
668028539, 109
950408069, 253
893597806, 697
123060848, 885
228134320, 563
539572832, 412
388680188, 439
731739880, 824
832243442, 230
969601087, 747
137884509, 691
256339536, 185
999922061, 36
848345838, 557
341014243, 884
594266686, 621
826058181, 456
354276430, 483
494748426, 607
783586003, 857
583329894, 351
246020727, 31
775520804, 366
177986634, 621
997798659, 854
221594478, 838
880621364, 30
321803764, 950
483312812, 832
402371253, 896
804063507, 192
779078302, 936
838582281, 246
664418996, 256
298894006, 975
882959963, 19
847856422, 264
293162184, 433
713450092, 843
520711668, 370
579867837, 708
337795405, 952
538876558, 76
796077908, 403
145652435, 660
479474676, 2
807147449, 530
309513880, 93
869457292, 394
384178705, 647
954584047, 336
208144993, 675
622903221, 279
210047271, 574
437788768, 478
830967458, 247
981584692, 74
354991459, 230
931274486, 989
227624852, 311
711910214, 170
854177246, 222
222776214, 552
261511932, 218
980956614, 231
573141978, 572
277354078, 217
939100102, 669
866296411, 516
657321885, 458
337594479, 133
606247041, 240
730580396, 90
123280616, 184
875031195, 153
935034996, 851
132958176, 774
980749383, 550
466819812, 840
412622935, 11
330624615, 134
968984253, 155
451296082, 426
220018165, 13
714073472, 366
292478581, 189
733895377, 160
691128845, 219
229669726, 476
824046441, 275
189604038, 659
832796596, 478
117361063, 359
121491287, 372
921855017, 578
869401823, 692
307853236, 910
536988413, 584
550017217, 575
518365403, 839
279636359, 246
968056195, 794
838707058, 651
292864500, 694
303833940, 49
955668624, 483
996068493, 71
413551884, 886
214357070, 551
812337222, 294
987817014, 97
303412557, 830
529547226, 818
496205726, 93
786943255, 539
276883898, 2
737379896, 36
872822999, 297
884068005, 13
285328893, 25
587519447, 638
816266825, 855
751552154, 342
763698498, 555
684562258, 319
748064233, 430
393262619, 758
808291240, 130
227938099, 314
999882119, 147
111082708, 103
300266117, 447
916790219, 903
873287727, 606
402397597, 545
995251699, 137
660405198, 550
749967973, 64
705050155, 235
119286110, 524
888295555, 778
474303611, 222
223372548, 312
844851184, 563
168706851, 993
450892471, 63
684754400, 234
231915908, 413
371916053, 992
705203109, 691
851765230, 956
568705626, 951
881137497, 687
406033425, 213
980626604, 682
743404167, 144
515409090, 621
771723196, 494
626655036, 787
378742022, 380
234628329, 848
104217666, 184
841845312, 520
919717669, 236
486137866, 18
172061360, 670
511692572, 151
821213506, 76
897144007, 775
367374163, 938
238442464, 485
990135480, 657
972582692, 160
970180404, 950
262090400, 466
484458982, 753
647182099, 393
474078750, 707
311839535, 81
895181114, 253
923588932, 244
436293989, 216
973938983, 929
771791635, 437
607551115, 12
559618180, 444
292960375, 809
247276598, 113
220243912, 173
775458367, 122
730686307, 710
711136777, 888
254072927, 576
875999497, 22
622557059, 96
227605940, 267
628584856, 381
983610964, 186
